Start Index|Event Name|Start Time|Elapsed Time|Workbook|Worksheet|Dashboard|DataSource Name|CacheHit|Command|Action Name|Command Name|DataEngine API|Dialog Name|Task Name|Job Name|Processor Time Inclusive|Processor Time Exclusive|User Time Inclusive|User Time Exclusive|ContextId|ThreadID|Depth|Path|Level0|Level1|Level2|Level3|Level4|Level5|Level6|Level7|Level8|Level9|Level10|Level11|Level12|Level13|Level14|Level15|Level16|Level17|Level18|Level19|Session ID|Request ID|URL|XML Size|XML Text
860|visualmodelproducer-producedata-viewParameters|1571.590355200|0.000001100||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-viewParameters|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
861|visualmodelproducer-producedata-axisencodings|1571.590358700|0.000241400||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-axisencodings|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
862|visualmodelproducer-producedata-sortindicators|1571.590605800|0.000001300||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-sortindicators|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
863|visualmodelproducer-producedata-layout|1571.590609400|0.000001600||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-layout|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
864|visualmodelproducer-producedata-maplayers|1571.590613700|0.000001200||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-maplayers|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
865|visualmodelproducer-producedata-refLineModel|1571.590617100|0.000014500||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-refLineModel|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
866|visualmodelproducer-producedata-refLineModel|1571.590634800|0.000003200||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-refLineModel|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
867|visualmodelproducer-producedata-encodings|1571.590640800|0.000148700||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-encodings|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
868|visualmodelproducer-producedata-pane|1571.590794700|0.000283200||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-pane|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
869|ExtendedDomainComputer_SetupAxis|1571.591104400|0.000026800||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|31|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-extendeddomain.ExtendedDomainComputer_SetupAxis|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
870|ExtendedDomainComputer_SetupAxis|1571.591133500|0.000012500||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|31|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-extendeddomain.ExtendedDomainComputer_SetupAxis|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
871|visualmodelproducer-producedata-extendeddomain|1571.591084800|0.000251600||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-extendeddomain|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
872|visualmodelproducer-producedata-heatmap|1571.591341700|0.000007500||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-heatmap|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
873|visualmodelproducer-producedata-tick|1571.591351700|0.000856700||Sheet 14||||||tabui:refresh-datasource-ui|||Computing View Layout|GenericLambdaJob|0.000|0.000|0.000|0.000|5307|8312|30|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job.commands-controller.invoke-command.visual-controller.update-visual-model.visual-controller.compute-or-reuse-visual-model.ProgressReporter.Task.async-task.task-tbb.compute-model-task.execute.compute-model-task.compute-visual-model.visual-model-producer.produce-visual-model.visualmodelproducer-producedata.visualmodelproducer-producedata-tick|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|commands-controller|invoke-command|visual-controller|update-visual-model|visual-controller|compute-or-reuse-visual-model|ProgressReporter|Task|||||
